state,county,source_id_or_label,category,in_source_registry,discovered,verification_status,technical_acquisition_status,authorization_status_for_customer_display,production_enabled_for_customer_display,evidence_reference
FL,Hillsborough,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Hillsborough,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Hillsborough,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Hillsborough,Hillsborough County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Holmes,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Holmes,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Holmes,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Holmes,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Holmes,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Indian River,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Indian River,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Indian River,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Indian River,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Indian River,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Jackson,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Jackson,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Jackson,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Jackson,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Jackson,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Jefferson,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Jefferson,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Jefferson,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Jefferson,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Jefferson,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Lafayette,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Lafayette,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Lafayette,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Lafayette,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Lafayette,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Lake,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Lake,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Lake,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Lake,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Lake,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Lee,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Lee,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Lee,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Lee,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Lee,Lee County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Leon,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Leon,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Leon,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Leon,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Leon,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Levy,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Levy,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Levy,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Levy,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Levy,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Liberty,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Liberty,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Liberty,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Liberty,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Liberty,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Madison,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Madison,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Madison,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Madison,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Madison,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Manatee,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Manatee,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Manatee,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Manatee,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Manatee,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Marion,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Marion,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Marion,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Marion,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Marion,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Martin,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Martin,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Martin,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Martin,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Martin,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Miami-Dade,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Miami-Dade,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Miami-Dade,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Miami-Dade,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Miami-Dade,Property Appraiser of Miami-Dade County,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Monroe,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Monroe,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Monroe,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Monroe,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Monroe,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Nassau,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Nassau,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Nassau,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Nassau,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Nassau,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Okaloosa,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Okaloosa,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Okaloosa,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Okaloosa,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Okaloosa,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Okeechobee,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Okeechobee,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Okeechobee,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Okeechobee,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Okeechobee,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Orange,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Orange,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Orange,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Orange,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Orange,Orange County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Osceola,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Osceola,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Osceola,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Osceola,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Osceola,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Palm Beach,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Palm Beach,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Palm Beach,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Palm Beach,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Palm Beach,Palm Beach County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Pasco,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Pasco,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Pasco,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Pasco,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Pasco,Pasco County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Pinellas,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Pinellas,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Pinellas,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Pinellas,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Pinellas,Pinellas County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Polk,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Polk,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Polk,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Polk,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Polk,Polk County Property Appraiser,property_appraisal,NO,YES,MECHANISM_CONFIRMED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Putnam,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Putnam,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
FL,Putnam,fl_laft_pdfs,laft_deed_list,YES,YES,CONTENT_VERIFIED,ACQUIRED,APPROVED,YES,"scripts/harvest_laft_pdfs.py, data/laft_pdf_sources.csv, claude/phase-33-5-florida-production-source-rights-audit.md"
FL,Putnam,FDOR Statewide Cadastral FeatureServer,gis,NO,YES,UNVERIFIED,NOT_ACQUIRED,DISCOVERED,NO,data/fl_county_coverage_matrix.csv
FL,Putnam,UNKNOWN,property_appraisal,NO,YES,UNVERIFIED,NOT_ACQUIRED,UNKNOWN,NO,data/fl_county_coverage_matrix.csv
FL,Santa Rosa,fl_realauction,auction,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_all_counties.ps1, claude/phase-33-5-florida-production-source-rights-audit.md, harvesters/governance/authorization.py"
FL,Santa Rosa,fl_lienhub_certificates,tax_certificate,YES,YES,CONTENT_VERIFIED,ACQUIRED,UNKNOWN,NO,"scripts/harvest_lienhub_certificates.ps1, harvesters/governance/authorization.py"
