state,county,auction_source,auction_source_status,tax_certificate_source,tax_certificate_source_status,laft_source,laft_source_status,gis_source,gis_source_status,property_appraiser_source,recorded_document_source,public_record_request_source,property_appraiser_name,property_appraiser_url,property_appraiser_verification_status,acquisition_method
FL,Highlands,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Hillsborough,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Hillsborough County Property Appraiser (www.hcpafl.org) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Hillsborough County Property Appraiser,www.hcpafl.org,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Holmes,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Indian River,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Jackson,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Jefferson,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Lafayette,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Lake,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Lee,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Lee County Property Appraiser (www.leepa.org) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Lee County Property Appraiser,www.leepa.org,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Leon,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Levy,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, Pioneer TaxSmart) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Liberty,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Madison,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Manatee,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Marion,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, PDF) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Martin,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, Pioneer TaxSmart) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Miami-Dade,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Property Appraiser of Miami-Dade County (miamidadepa.gov) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Property Appraiser of Miami-Dade County,miamidadepa.gov,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Monroe,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Nassau,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Okaloosa,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Okeechobee,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, Pioneer TaxSmart) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Orange,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Orange County Property Appraiser (www.ocpafl.org) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Orange County Property Appraiser,www.ocpafl.org,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Osceola,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Palm Beach,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, Pioneer TaxSmart) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Palm Beach County Property Appraiser (PAPA) (pbcpao.gov) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Palm Beach County Property Appraiser (PAPA),pbcpao.gov,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Pasco,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, PDF) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Pasco County Property Appraiser (pascopa.com) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Pasco County Property Appraiser,pascopa.com,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Pinellas,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Pinellas County Property Appraiser (www.pcpao.gov) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Pinellas County Property Appraiser,www.pcpao.gov,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Polk,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Polk County Property Appraiser (www.polkflpa.gov) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Polk County Property Appraiser,www.polkflpa.gov,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
