state,county,source_id,source_name,category,acquisition_mechanism,adapter_implemented,discovery_status,verification_status,technical_status,technical_testing_permitted,authorization_status,production_status,records_observed_at_source,records_seen,records_acquired,coverage_percentage,last_success,failure_reason,notes
FL,Hardee,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hardee,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Hardee,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Hendry,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hendry,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hendry,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Hendry,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Hernando,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hernando,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hernando,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Hernando,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Highlands,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Highlands,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Highlands,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Highlands,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Hillsborough,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hillsborough,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Hillsborough,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Holmes,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Holmes,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Holmes,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Indian River,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Indian River,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Indian River,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Indian River,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Jackson,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Jackson,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Jackson,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Jefferson,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Jefferson,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Lafayette,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Lafayette,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Lafayette,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Lake,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Lake,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Lake,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Lee,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Lee,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Lee,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Lee,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Leon,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Leon,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Leon,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Levy,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Levy,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Levy,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Liberty,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Liberty,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Madison,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Madison,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Madison,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Manatee,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Manatee,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Manatee,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Manatee,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Marion,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Marion,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Marion,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Marion,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Martin,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Martin,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Martin,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Martin,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Miami-Dade,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Miami-Dade,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Miami-Dade,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Miami-Dade,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Monroe,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Monroe,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Monroe,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Nassau,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Nassau,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Nassau,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Okaloosa,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Okaloosa,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Okeechobee,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Okeechobee,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
