state,county,provider,source,field_category,technical_access,automated_access,storage,caching,derivation,customer_display,export,api,image_use,document_use,commercial_use,authorization_required,legal_status,evidence_url,reviewed_at,notes
TX,ALL,Texas Comptroller of Public Accounts,tx_comptroller_directory,DIRECTORY,YES,ROBOTS_ALLOWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/,2026-09-16,254/254 county pages read this phase. robots.txt Allow: /taxes/. Terms of use NOT reviewed.
FL,ALL,Florida Department of Revenue,fl_dor_local_officials,DIRECTORY,YES,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,All 67 counties read from the page's own dropdowns. Terms of use NOT reviewed.
FL,Alachua,County Property Appraiser,http://www.acpafl.org/,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|ASSESSED_VALUE|MARKET_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|SALES_HISTORY,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,2026-09-16,DIRECTORY_LISTED by FL DOR. Site not fetched; terms not reviewed.
TX,Aransas,County Appraisal District,www.aransascad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/aransas.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Aransas,County Tax Assessor-Collector,www.aransascountytx.gov,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/aransas.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Archer,County Appraisal District,www.archercad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/archer.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Archer,County Tax Assessor-Collector,www.archercountytax.org,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/archer.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Armstrong,County Appraisal District,http://armstrongcad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/armstrong.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Armstrong,County Tax Assessor-Collector,www.co.armstrong.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/armstrong.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Atascosa,County Appraisal District,www.atascosacad.com,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/atascosa.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Atascosa,County Tax Assessor-Collector,www.atascosacounty.texas.gov,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/atascosa.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Austin,County Appraisal District,www.austincad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/austin.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Austin,County Tax Assessor-Collector,www.austincounty.com,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/austin.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bailey,County Appraisal District,www.bailey-cad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bailey.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bailey,County Tax Assessor-Collector,www.co.bailey.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bailey.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bandera,County Appraisal District,www.bancad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bandera.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bandera,County Tax Assessor-Collector,www.banderacounty.org,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bandera.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bastrop,County Appraisal District,www.bastropcad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bastrop.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bastrop,County Tax Assessor-Collector,www.co.bastrop.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bastrop.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Baylor,County Appraisal District,www.baylorcad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/baylor.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Baylor,County Tax Assessor-Collector,www.co.baylor.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/baylor.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bee,County Appraisal District,www.beecad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bee.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bee,County Tax Assessor-Collector,www.co.bee.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bee.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bell,County Appraisal District,www.bellcad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bell.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bell,County Tax Assessor-Collector,www.bellcountytx.com,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bell.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bexar,County Appraisal District,www.bcad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bexar.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bexar,County Tax Assessor-Collector,www.bexar.org/tax,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bexar.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Blanco,County Appraisal District,www.blancocad.com,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/blanco.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Blanco,County Tax Assessor-Collector,www.co.blanco.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/blanco.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Borden,County Appraisal District,www.bordencad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/borden.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Borden,County Tax Assessor-Collector,www.co.borden.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/borden.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bosque,County Appraisal District,www.bosquecad.com,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bosque.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bosque,County Tax Assessor-Collector,www.bosquecountytaxoffice.com,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bosque.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bowie,County Appraisal District,www.bowieappraisal.com,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bowie.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Bowie,County Tax Assessor-Collector,www.co.bowie.tx.us,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/bowie.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brazoria,County Appraisal District,www.brazoriacad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brazoria.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brazoria,County Tax Assessor-Collector,www.brazoriacountytx.gov,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brazoria.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brazos,County Appraisal District,brazoscad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brazos.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brazos,County Tax Assessor-Collector,www.brazostax.org,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brazos.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brewster,County Appraisal District,www.brewstercotad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brewster.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brewster,County Tax Assessor-Collector,www.brewstercounty.gov,ANNUAL_TAX|DELINQUENT_TAX|PAYMENT_STATUS|TAX_SALE,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brewster.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Briscoe,County Appraisal District,www.briscoecad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/briscoe.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
TX,Brooks,County Appraisal District,www.brookscad.org,PROPERTY_IDENTITY|PARCEL_ID|ADDRESS|LEGAL_DESCRIPTION|PROPERTY_TYPE|ACREAGE|MARKET_VALUE|APPRAISED_VALUE|TAXABLE_VALUE|OWNERSHIP|PROPERTY_CHARACTERISTICS|GIS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,LEGAL_REVIEW_REQUIRED,https://comptroller.texas.gov/taxes/property-tax/county-directory/brooks.php,2026-09-16,DIRECTORY_LISTED by TX Comptroller. Site not fetched; terms not reviewed.
